film,userid,score
《恶棍天使》 , 1233  ,  6.1
《将错就错》 , 1231  ,  3.1
《恶棍天使》 , 1206  ,  6.8
《分手再说我爱你》 , 1022  ,  6.5
《简单爱》 , 1456  ,  4.9
《坏蛋必须死》 , 1174  ,  6.0
《将错就错》 , 1252  ,  5.7
《一路惊喜》 , 1154  ,  7.1
《天将雄师》 , 1141  ,  3.9
《将错就错》 , 1395  ,  4.4
《万物生长》 , 1418  ,  5.7
《将错就错》 , 1363  ,  9.8
《怦然星动》 , 1317  ,  3.4
《紫霞》 , 1491  ,  9.1
《坏蛋必须死》 , 1116  ,  7.6
《分手再说我爱你》 , 1344  ,  8.5
《少年班》 , 1274  ,  5.1
《一路惊喜》 , 1198  ,  5.7
《将错就错》 , 1013  ,  7.3
《万物生长》 , 1013  ,  5.3
《浪漫天降》 , 1085  ,  6.1
《怦然星动》 , 1343  ,  8.7
《一路惊喜》 , 1169  ,  4.8
《一路惊喜》 , 1057  ,  3.1
《探灵档案》 , 1067  ,  8.2
《失孤》 , 1322  ,  7.6
《紫霞》 , 1162  ,  5.2
《最美的时候遇见你》 , 1402  ,  5.3
《冲上云霄》 , 1176  ,  9.3
《简单爱》 , 1014  ,  6.3
《浪漫天降》 , 1188  ,  9.1
《少年班》 , 1380  ,  8.8
《紫霞》 , 1268  ,  8.2
《紫霞》 , 1231  ,  6.6
《探灵档案》 , 1444  ,  6.2
《坏蛋必须死》 , 1444  ,  5.2
《坏蛋必须死》 , 1241  ,  5.3
《最美的时候遇见你》 , 1267  ,  9.5
《一路惊喜》 , 1320  ,  8.2
《冲上云霄》 , 1386  ,  7.3
《失孤》 , 1334  ,  3.4
《少年班》 , 1214  ,  7.6
《少年班》 , 1433  ,  4.3
《坏蛋必须死》 , 1129  ,  7.2
《简单爱》 , 1381  ,  3.3
《少年班》 , 1176  ,  5.7
《冲上云霄》 , 1004  ,  8.5
《少年班》 , 1167  ,  4.3
《恶棍天使》 , 1070  ,  8.3
《简单爱》 , 1177  ,  6.9
《将错就错》 , 1045  ,  9.7
《紫霞》 , 1150  ,  9.9
《坏蛋必须死》 , 1339  ,  4.8
《一路惊喜》 , 1274  ,  6.5
《破风》 , 1407  ,  8.4
《浪漫天降》 , 1363  ,  3.3
《既然青春留不住》 , 1378  ,  7.2
《一念天堂》 , 1004  ,  3.7
《闯入者》 , 1402  ,  4.3
《坏蛋必须死》 , 1014  ,  5.4
《天将雄师》 , 1176  ,  6.0
《少年班》 , 1122  ,  7.3
《少年班》 , 1476  ,  8.2
《探灵档案》 , 1015  ,  7.7
《探灵档案》 , 1195  ,  9.2
《失孤》 , 1395  ,  9.3
《一路惊喜》 , 1098  ,  5.7
《万物生长》 , 1499  ,  6.8
《浪漫天降》 , 1080  ,  4.5
《坏蛋必须死》 , 1406  ,  7.0
《恶棍天使》 , 1177  ,  7.9
《紫霞》 , 1411  ,  8.7
《分手再说我爱你》 , 1311  ,  9.0
《紫霞》 , 1368  ,  3.1
《简单爱》 , 1104  ,  6.3
《闯入者》 , 1236  ,  3.2
《最美的时候遇见你》 , 1152  ,  6.3
《少年班》 , 1482  ,  5.8
《简单爱》 , 1048  ,  5.2
《恶棍天使》 , 1258  ,  4.8
《爱情魔发师》 , 1028  ,  5.3
《怦然星动》 , 1488  ,  4.4
《简单爱》 , 1010  ,  5.0
《闯入者》 , 1454  ,  4.4
《最美的时候遇见你》 , 1154  ,  5.6
《天将雄师》 , 1123  ,  7.2
《将错就错》 , 1359  ,  8.8
《破风》 , 1343  ,  5.6
《少年班》 , 1322  ,  3.7
《一路惊喜》 , 1042  ,  7.5
《分手再说我爱你》 , 1491  ,  4.4
《简单爱》 , 1317  ,  9.8
《浪漫天降》 , 1267  ,  3.9
《爱情魔发师》 , 1200  ,  4.8
《破风》 , 1116  ,  9.3
《冲上云霄》 , 1473  ,  3.1
《一路惊喜》 , 1116  ,  8.3
《恶棍天使》 , 1159  ,  3.6
《既然青春留不住》 , 1161  ,  8.1
《浪漫天降》 , 1381  ,  8.4
《紫霞》 , 1010  ,  3.8
《万物生长》 , 1378  ,  7.2
《坏蛋必须死》 , 1374  ,  7.2
《闯入者》 , 1139  ,  3.9
《既然青春留不住》 , 1015  ,  7.0
《冲上云霄》 , 1194  ,  5.7
《将错就错》 , 1113  ,  8.9
《破风》 , 1476  ,  6.0
《破风》 , 1367  ,  3.3
《失孤》 , 1075  ,  3.5
《前任2：备胎反击战》 , 1363  ,  5.0
《分手再说我爱你》 , 1176  ,  3.7
《分手再说我爱你》 , 1200  ,  6.9
《紫霞》 , 1129  ,  8.3
《爱情魔发师》 , 1359  ,  6.9
《一念天堂》 , 1476  ,  7.2
《爱情魔发师》 , 1201  ,  7.3
《爱情魔发师》 , 1321  ,  9.1
《探灵档案》 , 1407  ,  8.8
《最美的时候遇见你》 , 1109  ,  5.3
《破风》 , 1487  ,  6.6
《最美的时候遇见你》 , 1235  ,  6.1
《既然青春留不住》 , 1444  ,  9.8
《失孤》 , 1050  ,  7.2
《紫霞》 , 1280  ,  4.5
《失孤》 , 1114  ,  7.2
《既然青春留不住》 , 1141  ,  8.3
《探灵档案》 , 1474  ,  9.8
《紫霞》 , 1389  ,  8.3
《万物生长》 , 1218  ,  8.4
《一念天堂》 , 1280  ,  6.4
《分手再说我爱你》 , 1474  ,  7.3
《恶棍天使》 , 1095  ,  3.1
《既然青春留不住》 , 1159  ,  8.9
《万物生长》 , 1456  ,  5.0
《紫霞》 , 1031  ,  9.1
《探灵档案》 , 1152  ,  6.7
《一念天堂》 , 1198  ,  3.1
《失孤》 , 1013  ,  5.6
《最美的时候遇见你》 , 1031  ,  4.5
《少年班》 , 1205  ,  3.7
《冲上云霄》 , 1154  ,  3.4
《失孤》 , 1406  ,  4.2
《前任2：备胎反击战》 , 1316  ,  4.9
《浪漫天降》 , 1079  ,  9.0
《紫霞》 , 1252  ,  4.1
《怦然星动》 , 1470  ,  7.6
《爱情魔发师》 , 1302  ,  3.3
《一念天堂》 , 1110  ,  8.8
《一念天堂》 , 1425  ,  5.0
《失孤》 , 1259  ,  6.4
《既然青春留不住》 , 1001  ,  7.6
《将错就错》 , 1453  ,  8.6
《前任2：备胎反击战》 , 1345  ,  6.6
《分手再说我爱你》 , 1292  ,  8.7
《紫霞》 , 1006  ,  5.0
《万物生长》 , 1216  ,  9.7
《天将雄师》 , 1180  ,  5.6
《破风》 , 1311  ,  8.2
《最美的时候遇见你》 , 1407  ,  7.4
《分手再说我爱你》 , 1110  ,  3.2
《少年班》 , 1225  ,  5.4
《爱情魔发师》 , 1316  ,  6.6
《爱情魔发师》 , 1466  ,  9.0
《将错就错》 , 1474  ,  5.7
《破风》 , 1190  ,  7.8
《坏蛋必须死》 , 1190  ,  4.3
《前任2：备胎反击战》 , 1236  ,  4.4
《一念天堂》 , 1068  ,  7.9
《一念天堂》 , 1423  ,  6.9
《冲上云霄》 , 1074  ,  9.3
《天将雄师》 , 1447  ,  7.5
《将错就错》 , 1374  ,  9.2
《怦然星动》 , 1042  ,  8.2
《天将雄师》 , 1209  ,  9.8
《浪漫天降》 , 1195  ,  4.3
《探灵档案》 , 1268  ,  5.9
《前任2：备胎反击战》 , 1050  ,  5.1
《破风》 , 1347  ,  9.9
《探灵档案》 , 1377  ,  6.2
《少年班》 , 1236  ,  3.1
《既然青春留不住》 , 1241  ,  7.2
《少年班》 , 1233  ,  6.8
《万物生长》 , 1067  ,  8.9
《少年班》 , 1118  ,  4.3
《探灵档案》 , 1194  ,  7.6
《闯入者》 , 1403  ,  7.3
《天将雄师》 , 1276  , 10.0
《既然青春留不住》 , 1270  ,  5.8
《将错就错》 , 1195  ,  6.4
《冲上云霄》 , 1035  ,  9.1
《少年班》 , 1014  ,  7.3
《一念天堂》 , 1161  ,  9.4
《怦然星动》 , 1116  ,  8.3
《一念天堂》 , 1209  ,  8.4
《分手再说我爱你》 , 1174  ,  8.7
《天将雄师》 , 1473  ,  4.3
《既然青春留不住》 , 1194  ,  3.1
《怦然星动》 , 1141  ,  5.0
《少年班》 , 1388  ,  8.0
《探灵档案》 , 1125  ,  5.1
《怦然星动》 , 1067  ,  9.3
《坏蛋必须死》 , 1469  ,  9.4
《怦然星动》 , 1317  ,  8.6
《天将雄师》 , 1129  ,  3.6
《前任2：备胎反击战》 , 1004  ,  8.5
《坏蛋必须死》 , 1240  ,  5.0
《失孤》 , 1026  ,  6.1
《探灵档案》 , 1447  ,  3.8
《紫霞》 , 1119  ,  9.4
《紫霞》 , 1235  ,  8.8
《紫霞》 , 1474  ,  4.3
《探灵档案》 , 1195  ,  6.0
《紫霞》 , 1241  ,  4.2
《浪漫天降》 , 1169  ,  9.1
《简单爱》 , 1240  ,  6.8
《万物生长》 , 1318  ,  6.0
《既然青春留不住》 , 1407  ,  4.3
《一路惊喜》 , 1150  ,  6.0
《探灵档案》 , 1095  ,  9.7
《一念天堂》 , 1180  ,  7.8
《前任2：备胎反击战》 , 1158  ,  4.5
《一路惊喜》 , 1068  ,  6.1
《一念天堂》 , 1233  ,  4.8
《失孤》 , 1276  ,  4.9
《爱情魔发师》 , 1492  ,  6.0
《万物生长》 , 1010  ,  9.7
《万物生长》 , 1104  ,  3.8
《冲上云霄》 , 1152  ,  4.8
《一念天堂》 , 1031  ,  6.4
《破风》 , 1470  ,  4.6
《爱情魔发师》 , 1320  ,  4.6
《简单爱》 , 1118  ,  5.0
《坏蛋必须死》 , 1488  ,  4.2
《冲上云霄》 , 1347  ,  8.6
《闯入者》 , 1453  ,  3.2
《天将雄师》 , 1340  ,  3.9
《将错就错》 , 1322  ,  9.1
《恶棍天使》 , 1075  ,  7.3
《分手再说我爱你》 , 1388  ,  6.8
《恶棍天使》 , 1259  ,  3.9
《一路惊喜》 , 1031  ,  4.2
《少年班》 , 1065  ,  5.3
《爱情魔发师》 , 1123  ,  6.1
《浪漫天降》 , 1487  ,  3.1
《天将雄师》 , 1026  ,  6.0
《简单爱》 , 1462  ,  9.2
《最美的时候遇见你》 , 1418  ,  6.8
《失孤》 , 1068  ,  5.3
《冲上云霄》 , 1291  ,  8.7
《将错就错》 , 1068  ,  9.1
《一念天堂》 , 1292  ,  9.1
《紫霞》 , 1423  ,  6.9
《闯入者》 , 1486  ,  4.2
《紫霞》 , 1117  ,  5.2
《天将雄师》 , 1259  ,  8.6
《破风》 , 1455  ,  8.3
《天将雄师》 , 1488  ,  3.1
《怦然星动》 , 1176  ,  4.6
《一念天堂》 , 1456  ,  6.4
《天将雄师》 , 1219  ,  6.2
《闯入者》 , 1177  ,  9.5
《分手再说我爱你》 , 1031  ,  4.7
《一念天堂》 , 1317  ,  7.4
《浪漫天降》 , 1274  ,  3.9
《一路惊喜》 , 1142  ,  4.4
《爱情魔发师》 , 1324  ,  6.2
《天将雄师》 , 1276  ,  8.3
《简单爱》 , 1125  ,  5.7
《破风》 , 1074  ,  7.4
《少年班》 , 1470  ,  6.8
《简单爱》 , 1161  ,  6.9
《恶棍天使》 , 1374  ,  5.7
《探灵档案》 , 1010  ,  4.2
《爱情魔发师》 , 1462  ,  9.0
《探灵档案》 , 1071  ,  5.0
《一路惊喜》 , 1267  ,  8.5
《最美的时候遇见你》 , 1123  ,  7.8
《探灵档案》 , 1067  ,  7.7
《怦然星动》 , 1428  ,  9.8
《恶棍天使》 , 1129  ,  3.2
《一路惊喜》 , 1216  ,  6.4
《简单爱》 , 1091  ,  7.9
《将错就错》 , 1394  ,  5.6
《既然青春留不住》 , 1469  ,  4.4
《少年班》 , 1006  ,  3.5
《将错就错》 , 1139  ,  8.6
《探灵档案》 , 1047  ,  3.1
《恶棍天使》 , 1470  ,  3.1
《前任2：备胎反击战》 , 1486  ,  9.0
《紫霞》 , 1240  ,  8.3
《简单爱》 , 1198  ,  5.3
《探灵档案》 , 1252  ,  7.4
《天将雄师》 , 1313  ,  9.8
《恶棍天使》 , 1111  ,  9.2
《既然青春留不住》 , 1368  ,  7.5
《失孤》 , 1469  ,  3.3
《坏蛋必须死》 , 1047  ,  8.8
《一念天堂》 , 1190  ,  6.1
《一路惊喜》 , 1065  ,  5.2
《少年班》 , 1150  ,  9.2
《闯入者》 , 1202  ,  5.3
《简单爱》 , 1116  ,  7.3
《简单爱》 , 1208  ,  9.5
《紫霞》 , 1466  ,  4.6
《少年班》 , 1466  ,  4.5
《一念天堂》 , 1292  ,  5.0
《最美的时候遇见你》 , 1395  , 10.0
《恶棍天使》 , 1318  ,  7.3
《闯入者》 , 1109  ,  8.5
